PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
20,318372180,122178201,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COC(C3=CC=CC=C3)(C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC)N6C(=CN=N6)C7=CC8=C(C=C7)C=C(C=C8)OC,Unspecified,,,,Activity,=,93,%
21,318372181,14160221,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N=[N+]=[N-],Unspecified,,,,Activity,=,96,%
22,318372182,122178202,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4=CC=CC=C4,Unspecified,,,,Activity,=,99,%
23,318372183,122178203,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4=CC=CC5=CC=CC=C54,Unspecified,,,,Activity,=,8,%
24,318372184,122178204,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4=CC=C(C=C4)C5=CC=CC=C5,Unspecified,,,,Activity,=,10,%
25,318372185,122178205,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4=CC=C(C=C4)OC5=CC=CC=C5,Unspecified,,,,Activity,=,79,%
26,318372186,122178206,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)COC4=CC=CC=C4,Unspecified,,,,Activity,=,100,%
27,318372187,122178207,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4CC4,Unspecified,,,,Activity,=,100,%
28,318372188,122178208,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4CCCCC4,Unspecified,,,,Activity,=,100,%
29,318372189,122178209,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C=C(N=N3)C4=CC5=C(C=C4)C=C(C=C5)OC,Unspecified,,,,Activity,=,100,%
30,318372190,122178210,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C=C(N=N3)C4=CC5=CC=CC=C5C6=CC=CC=C64,Unspecified,,,,Activity,=,100,%
31,318372191,11068242,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N,Unspecified,,,,Activity,=,100,%
32,318372192,122178211,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(SCC3=O)C4=CC=CC=C4,Unspecified,,,,Activity,=,94,%
33,318372193,122178212,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N3C(SCC3=O)C4=CC=CC=C4,Unspecified,,,,Activity,=,99,%
34,318372194,122178213,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(SCC3=O)C4=CC5=C(C=C4)NC=C5,Unspecified,,,,Activity,=,99,%
35,318372195,122178214,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N3C(SCC3=O)C4=CC5=C(C=C4)NC=C5,Unspecified,,,,Activity,=,100,%
36,318372196,122178215,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(SCC3=O)C4=C5C=CC=CC5=CC6=CC=CC=C64,Unspecified,,,,Activity,=,90,%
37,318372197,122178216,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N3C(SCC3=O)C4=C5C=CC=CC5=CC6=CC=CC=C64,Unspecified,,,,Activity,=,100,%
38,318372198,122178217,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C3=CC4=C(C=C3)C=C(C=C4)OC,Unspecified,,,,Activity,=,50,%
39,318372199,122178218,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C3=CC4=C(C=C3)C=C(C=C4)OC,Unspecified,,,,Activity,=,100,%
40,318372200,122178219,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53,Unspecified,,,,Activity,=,100,%
41,318372201,122178220,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53,Unspecified,,,,Activity,=,92,%
42,318372202,122178221,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Activity,=,100,%
43,318372203,122178222,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Activity,=,95,%
44,318372204,122178223,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C3=CC=CC4=CC=CC=C43,Unspecified,,,,Activity,=,94,%
45,318372205,122178224,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C3=CC=CC4=CC=CC=C43,Unspecified,,,,Activity,=,87,%
46,318372206,122178225,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C3=CC4=CC=CC=C4C=C3,Unspecified,,,,Activity,=,51,%
47,318372207,122178226,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C3=CC4=CC=CC=C4C=C3,Unspecified,,,,Activity,=,92,%
48,318372208,122178227,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C3=CNC4=CC=CC=C43,Unspecified,,,,Activity,=,93,%
49,318372209,122178228,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C3=CNC4=CC=CC=C43,Unspecified,,,,Activity,=,97,%
50,318372210,122178229,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)NC(=O)C3=NC4=CC=CC=C4C=C3,Unspecified,,,,Activity,=,89,%
51,318372218,122178237,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[Si](C)(C)C(C)(C)C)N3C(=CN=N3)C4=CC5=CC=CC=C5C6=CC=CC=C64,Unspecified,,,,Activity,=,69,%
